rank,avg_EventLatency,avg_ProcessingLatency,var_EventLatency,var_ProcessingLatency,TotalMessages,iteration,kafka,spark,killed
56,1.706428452427464,1.1962903661423472,0.10087696376003114,0.09646537911935338,19978960,1,3,3,kafka
57,1.6279601196828863,1.1543110865780142,0.12733623873950667,0.11314713408342147,19978960,1,3,3,kafka
58,1.7500238822303713,1.1341883241057396,0.15411798573836102,0.10814552023998837,19978960,1,3,3,kafka
59,1.6488976649209164,1.1273872618620764,0.13534905277437814,0.09961804960358975,19978960,1,3,3,kafka
60,1.6952631138926502,1.1199732393415496,0.11142903455985147,0.10082161770662923,19978960,1,3,3,kafka
61,1.7687844545642195,1.1214336461109273,0.12970138277543444,0.09183568508227272,19978960,1,3,3,kafka
62,1.669736356682449,1.075454084343097,0.15969119892118558,0.09168898734968571,19978960,1,3,3,kafka
63,1.8227629824991753,1.1306968451752863,0.11107969981102032,0.09358514582609681,19978960,1,3,3,kafka
64,1.8360893581189928,1.0658147822470445,0.18495496467716063,0.08459479262624796,19978960,1,3,3,kafka
65,1.7048561426431128,1.060724297077401,0.1766559160243059,0.0810161876142807,19978960,1,3,3,kafka
66,1.675603826092195,1.119297676734222,0.12530599759249028,0.0990547392546592,19978960,1,3,3,kafka
67,1.58639720677305,1.0964559743357822,0.16636575196465755,0.1109502441665309,19978960,1,3,3,kafka
68,1.642434022718579,1.1674744560407724,0.11410229036984335,0.11512903691336979,19978960,1,3,3,kafka
69,1.6848190225865831,1.0528041259133814,0.21269676141273802,0.09210558732437736,19978960,1,3,3,kafka
70,1.6133355121640058,1.0720624274171315,0.14574656426258556,0.09091479529846348,19978960,1,3,3,kafka
71,1.6795415118050954,1.134946507444836,0.12110006798710497,0.1054993291078738,19978960,1,3,3,kafka
72,1.5698610168409082,1.0558846036735194,0.12853895109315355,0.08772306887921454,19978960,1,3,3,kafka
